X,Y,Z,q_1_x,q_2_y,q_3_z,q_0_w,Theta1,Theta2,d3,Theta4
0.157299209000875,0.307511057752841,0.205943883473506,0.650324737277421,0.7596563276147005,4.924623619985296e-17,3.638966442278544e-17,0.7014896138808946,1.0957107399812354,0.04405611652649449,0.07163137576329622
0.101474297256486,0.376383805882957,0.194901907054292,0.7827978487153147,0.6222760866742957,4.904241042564175e-17,3.666389826924504e-17,1.1332630590665647,0.46721963171549713,0.05509809294570852,0.25718872097230655
0.156648007893488,0.176780709725540,0.204905489581214,0.5108395155704764,0.8596760955916601,5.606796770519009e-17,2.4612648253782133e-17,0.22093208492084046,1.9708485369976865,0.045094510418786024,0.12251008023193262
-0.289644115113436,0.268354429908097,0.229977495460478,0.47964394541230165,0.8774632104135882,6.118520346581454e-17,2.4021518481396198e-18,2.27024212093617,0.33186145619047647,0.02002250453952187,0.4610087038464449
-0.294756745475134,0.200923547840327,0.232795028502853,-0.3347341446294181,-0.9423126086491743,-5.729528072347796e-17,2.160208933118502e-17,2.1884671021696604,0.9723524322083372,0.017204971497147163,0.7018730511902199
0.132052061292019,0.204353106160218,0.204684293702464,0.7108063622768818,0.7033877418228911,6.115825099492922e-17,3.011277452491044e-18,0.3797517978098928,1.9219991745504186,0.04531570629753564,0.7414462073436598
0.208404709974831,0.340969908874996,0.189804406643202,0.9936568969675533,0.11245430675973775,5.0372829086415725e-17,3.481346788938721e-17,0.9882395687376871,0.09051081270673776,0.060195593356797854,0.8533650185744418
-0.276441878327998,0.0472631741643513,0.244222289650030,-0.056050626154012774,-0.9984279279486041,-3.409766365485755e-17,5.0860090345327194e-17,2.4101998053297295,1.6555120246550878,0.00577771034997041,1.0362792094162772
0.241800180264202,0.191592106456656,0.214531923038939,0.9074948283294139,0.42006325304097675,5.6347210740724e-17,2.396646194988073e-17,0.16744480978348325,1.4347118588020036,0.03546807696106118,0.735126629258606
-0.260452661295211,0.163001852237818,0.228933641244355,0.1801206263404788,-0.9836445292719895,-6.002220776757251e-17,1.2113382325387313e-17,2.0767791496845525,1.4450627347218243,0.021066358755645106,0.018031066986004565
-0.270398558997607,0.0390922580401351,0.238828671700136,0.041435100353001054,-0.9991411974584656,-3.564879797888082e-17,4.9785165052609725e-17,2.4230929672709665,1.7093244910351553,0.011171328299863665,0.9079308728116329
0.122101843316625,0.369316209576247,0.234108499713192,0.8445473546939498,0.5354808733087033,5.124329662205336e-17,3.3519009650628056e-17,1.0702597903211073,0.48635097965506136,0.01589150028680837,0.42645670944056563
