x,y,z,ro,pi,ya,Q1,Q2,Q3,Q4,Q5,Q6
0.565810849755443,-0.118221604760718,-0.196266203067045,1.81094508897991,0.0262469368902308,-1.10265360252006,-0.260683060436002,4.14139349026191,0.332255339799302,-2.48396215069522,-4.43899639333131,-5.12282430330575
-0.0345366179293133,-0.0115852885248529,0.360409469096181,-0.820880656404173,0.62944867354046,0.552828905907905,-0.985642615074724,2.44076946364368,2.56142996830624,0.487785465525181,-1.01543167968146,2.32753688699213
0.637813501163659,0.517641975097439,0.178367829158976,-1.56210667036919,1.48043079704348,0.657889574221622,-0.928490641028456,4.85743515188757,0.485529741390121,2.14215791060885,-1.03917850148236,0.737518135542475
-0.39693003182534,-0.267568857432842,-0.0451358910650184,-0.430728339842875,-1.29204006364621,-0.501263947102259,-1.12975775184415,1.7716206677822,4.83176515733261,5.88434850495376,-2.3445809249296,2.41679726602356
0.467057907612071,-0.496370251330014,0.24608143804576,-0.689573214672178,1.08501817329861,2.12043828487647,1.18246139574412,4.93226089098718,0.809557640287931,-5.79240842681173,-4.1490333133391,4.75187884313559
-0.258437587417014,-0.00234785397288115,-0.330546687213738,-0.886633041643364,-0.987096210137174,-1.36192672131383,-1.26183063612117,2.78359041201102,5.71491358510442,0.41676726250177,2.41119892631527,-2.31829895333401
0.6678315902577,-0.544877430724034,0.0447124051896316,2.17327624557975,0.888176754746823,-0.40068667891478,0.585909944292144,4.66007578502972,0.434391948522961,3.14340616867345,6.1432096221382,3.11854158669203
0.272821726989761,0.468304652700334,-0.222489151714928,-2.63139911786722,-0.64578807049272,1.61990480766129,-0.689755541581967,4.45430060584331,0.91173860556471,-0.654789261480981,5.13456252322838,-2.59352110109649
-0.303260068095151,-0.361279835944429,0.631603962442126,-0.572822562427818,0.87017273767301,1.18536820215225,-0.666723437207708,1.46271556933118,0.440454090138934,2.24731358593911,-3.62378796910425,-2.9462275701032
-0.231663056464035,0.103090503147896,0.0382797860766804,-2.3858346781011,0.00961215361210237,-0.566135565741185,-0.0264737008978606,1.1148161744768,3.55813064593841,-4.43933965519641,1.122246474641,2.51023758533961
0.148829405326436,0.264105215425722,0.0657292908377771,-1.0362037061608,0.706607491047131,-3.089083373883,-1.24930323698009,2.75159109750991,4.23411380122583,-1.07845510551997,-5.65545162859388,0.451087540457793
0.0756798602602089,-0.151408376146325,-0.559915312814076,2.63482650370697,-0.424505669834911,-3.06591004632581,0.514576054119835,3.20915730089992,5.64019748357303,1.08768271748891,5.06929797404987,-4.55562722477859
0.162340962299298,-0.0862174557743224,0.058966945243591,2.07256870869695,0.377936051775512,-2.64542920384535,-1.13324677745309,4.53649007437151,2.56654055078813,-4.20528318356841,5.37223126207513,-1.9130306265963
0.439201364120583,-0.452384127692765,-0.0808931899071458,-3.08089096946391,-0.0543767168322414,2.67430710918261,0.787949460643952,4.16713897987201,5.29575762729592,1.55411078855655,3.1534356288569,-1.89879943515059
0.163930836812508,0.287170023798751,0.0228467547718861,-2.43784889612695,0.329279636449934,1.57725267191655,-0.72279284502691,4.93806732599521,2.73746800325397,5.8413523088628,2.05386643535259,1.52927352232918
